subject_id,trial_id,channel,peak_time,peak_phase_interval,emg_processing,torque_peak_definition
Sub38,T01,sEMG: lower tibialis anterior,7.029166673390625,MSF-MSE,rectified_envelope,
Sub38,T01,sEMG: lateral gastrocnemius,4.411979168515625,MSE-TO,rectified_envelope,
Sub38,T01,sEMG: medial gastrocnemius,5.834375004953126,MSF-MSE,rectified_envelope,
Sub38,T01,sEMG: soleus,1.45729166878125,MSE-TO,rectified_envelope,
Sub39,T01,Kinetic: left hip adduction torque,3.835937498921875,MSE-TO,,maximum
Sub39,T01,Kinetic: left hip flexion torque,9.696354169453128,MSE-TO,,maximum
Sub39,T01,Kinetic: left knee flexion torque,7.032812501406251,HS-MSF,,maximum
Sub39,T01,Kinetic: left ankle flexion torque,7.06614583140625,HS-MSF,,maximum
Sub39,T01,Kinetic: right hip adduction torque,0.5520833330625,MSE-TO,,maximum
Sub39,T01,Kinetic: right hip flexion torque,2.124479164484375,MWF-HS,,maximum
Sub39,T01,Kinetic: right knee flexion torque,1.624479164484375,MSE-TO,,maximum
Sub39,T01,Kinetic: right ankle flexion torque,2.723437497828125,MSE-TO,,maximum
Sub39,T01,sEMG: tensor fascia lata,8.195833333687501,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: rectus femoris,1.240625001046875,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: vastus medialis,0.134895835125,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: semimembranosus,8.096354167125,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: upper tibialis anterior,2.279687497390625,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: lower tibialis anterior,8.18229166571875,HS-MSF,rectified_envelope,
Sub39,T01,sEMG: lateral gastrocnemius,9.655208334968751,MSE-TO,rectified_envelope,
Sub39,T01,sEMG: medial gastrocnemius,8.580729165828126,MSE-TO,rectified_envelope,
Sub39,T01,sEMG: soleus,7.551041665796876,MSE-TO,rectified_envelope,
Sub40,T01,Kinetic: left hip adduction torque,3.376562505859375,MWF-HS,,maximum
Sub40,T01,Kinetic: left hip flexion torque,6.567187504890626,MSE-TO,,maximum
Sub40,T01,Kinetic: left knee flexion torque,4.864062505109375,MSE-TO,,maximum
Sub40,T01,Kinetic: left ankle flexion torque,6.053125005875001,HS-MSF,,maximum
Sub40,T01,Kinetic: right hip adduction torque,3.250520838484375,MWF-HS,,maximum
Sub40,T01,Kinetic: right hip flexion torque,1.053645833078125,MWF-HS,,maximum
Sub40,T01,Kinetic: right knee flexion torque,2.650520838484375,MSE-TO,,maximum
Sub40,T01,Kinetic: right ankle flexion torque,3.965625003671875,MSE-TO,,maximum
Sub40,T01,sEMG: tensor fascia lata,0.87291666940625,MWF-HS,rectified_envelope,
Sub40,T01,sEMG: rectus femoris,5.079687504015626,MSE-TO,rectified_envelope,
Sub40,T01,sEMG: vastus medialis,2.833854173984375,MSE-TO,rectified_envelope,
Sub40,T01,sEMG: semimembranosus,10.508854170968752,HS-MSF,rectified_envelope,
Sub40,T01,sEMG: upper tibialis anterior,0.714062501828125,TO-MWF,rectified_envelope,
Sub40,T01,sEMG: lower tibialis anterior,10.24687500190625,TO-MWF,rectified_envelope,
Sub40,T01,sEMG: lateral gastrocnemius,4.915104171703126,MSE-TO,rectified_envelope,
Sub40,T01,sEMG: medial gastrocnemius,6.522916672000001,MSE-TO,rectified_envelope,
Sub40,T01,sEMG: soleus,6.507812505546876,MSE-TO,rectified_envelope,
